category,term,count,genes,,
MF,phosphorus metabolic process,126,NPR2,,
MF,phosphorus metabolic process,126,TRIM24,,
MF,phosphorus metabolic process,126,ICK,,
MF,phosphorus metabolic process,126,MAPK12,,
MF,phosphorus metabolic process,126,PTP4A3,,
MF,phosphorus metabolic process,126,RPS6KA1,,
MF,phosphorus metabolic process,126,FYN,,
MF,phosphorus metabolic process,126,RPS6KA2,,
MF,phosphorus metabolic process,126,GSK3B,,
MF,phosphorus metabolic process,126,ATP6V0A1,,
MF,phosphorus metabolic process,126,JAK1,,
MF,phosphorus metabolic process,126,IGFBP3,,
MF,phosphorus metabolic process,126,F2R,,
MF,phosphate metabolic process,126,STK33,,
MF,phosphate metabolic process,126,STK38,,
MF,phosphate metabolic process,126,TGFB3,,
MF,phosphate metabolic process,126,TIRAP,,
MF,phosphate metabolic process,126,PRKG1,,
MF,phosphate metabolic process,126,TTN,,
MF,phosphate metabolic process,126,C230081A13RIK,,
MF,phosphate metabolic process,126,TGFB2,,
MF,phosphate metabolic process,126,CTTNBP2,,
MF,phosphate metabolic process,126,PRKAR2B,,
MF,phosphate metabolic process,126,MAP3K5,,
MF,phosphate metabolic process,126,MDFIC,,
MF,phosphate metabolic process,126,MAP3K8,,
MF,phosphate metabolic process,126,IFNG,,
MF,phosphate metabolic process,126,ILK,,
MF,phosphate metabolic process,126,GAB1,,
MF,phosphate metabolic process,126,MLKL,,
MF,phosphate metabolic process,126,INSR,,
MF,phosphate metabolic process,126,PTPRJ,,
MF,phosphate metabolic process,126,PTPRK,,
MF,phosphate metabolic process,126,RET,,
MF,phosphate metabolic process,126,MAP4K3,,
MF,phosphate metabolic process,126,MAP4K4,,
MF,phosphate metabolic process,126,PLCE1,,
MF,phosphate metabolic process,126,PDGFRA,,
MF,phosphate metabolic process,126,MAPK9,,
MF,phosphate metabolic process,126,WNT5A,,
MF,phosphate metabolic process,126,FGFR3,,
MF,phosphate metabolic process,126,STK10,,
MF,phosphate metabolic process,126,BMPR2,,
MF,phosphate metabolic process,126,MAP4K2,,
MF,phosphate metabolic process,126,CHEK2,,
MF,phosphate metabolic process,126,EPHB4,,
MF,phosphate metabolic process,126,EPHB1,,
MF,phosphate metabolic process,126,DUSP18,,
MF,phosphate metabolic process,126,PTK2,,
MF,phosphate metabolic process,126,PTPLA,,
MF,phosphate metabolic process,126,ZAP70,,
MF,phosphate metabolic process,126,TEC,,
MF,phosphate metabolic process,126,GPD2,,
MF,phosphate metabolic process,126,PTPN9,,
MF,phosphate metabolic process,126,MAP2K1,,
MF,phosphate metabolic process,126,TAOK3,,
MF,phosphate metabolic process,126,TGFBR2,,
MF,phosphate metabolic process,126,BMX,,
MF,phosphate metabolic process,126,PTPN12,,
MF,phosphate metabolic process,126,RPS6KL1,,
MF,phosphate metabolic process,126,EPHA7,,
MF,phosphate metabolic process,126,ATP6V0E2,,
MF,phosphate metabolic process,126,ULK1,,
MF,phosphate metabolic process,126,TGFBR3,,
MF,phosphate metabolic process,126,GRK4,,
MF,phosphate metabolic process,126,TNK1,,
MF,phosphate metabolic process,126,GRK5,,
MF,phosphate metabolic process,126,ABL2,,
MF,phosphate metabolic process,126,MYLK,,
MF,phosphate metabolic process,126,SRMS,,
MF,phosphate metabolic process,126,CDK19,,
MF,phosphate metabolic process,126,ATP6V0A1,,
MF,phosphate metabolic process,126,JAK1,,
MF,phosphate metabolic process,126,IGFBP3,,
MF,phosphate metabolic process,126,F2R,,
MF,protein amino acid phosphorylation,99,STK33,,
MF,protein amino acid phosphorylation,99,STK38,,
MF,protein amino acid phosphorylation,99,TIRAP,,
MF,protein amino acid phosphorylation,99,TGFB3,,
MF,protein amino acid phosphorylation,99,TTN,,
MF,protein amino acid phosphorylation,99,PRKG1,,
MF,protein amino acid phosphorylation,99,C230081A13RIK,,
MF,protein amino acid phosphorylation,99,TGFB2,,
MF,protein amino acid phosphorylation,99,PRKAR2B,,
MF,protein amino acid phosphorylation,99,CTTNBP2,,
MF,protein amino acid phosphorylation,99,MAP3K5,,
MF,protein amino acid phosphorylation,99,MDFIC,,
MF,protein amino acid phosphorylation,99,MAP3K8,,
MF,protein amino acid phosphorylation,99,ILK,,
MF,protein amino acid phosphorylation,99,IFNG,,
MF,protein amino acid phosphorylation,99,GAB1,,
MF,protein amino acid phosphorylation,99,MLKL,,
MF,protein amino acid phosphorylation,99,INSR,,
MF,protein amino acid phosphorylation,99,RET,,
MF,protein amino acid phosphorylation,99,MAP4K3,,
MF,protein amino acid phosphorylation,99,MAP4K4,,
MF,protein amino acid phosphorylation,99,PLCE1,,
MF,protein amino acid phosphorylation,99,PDGFRA,,
MF,protein amino acid phosphorylation,99,MAPK9,,
MF,protein amino acid phosphorylation,99,WNT5A,,
MF,protein amino acid phosphorylation,99,FGFR3,,
MF,protein amino acid phosphorylation,99,STK10,,
MF,protein amino acid phosphorylation,99,BMPR2,,
MF,protein amino acid phosphorylation,99,MAP4K2,,
MF,protein amino acid phosphorylation,99,CHEK2,,
MF,protein amino acid phosphorylation,99,EPHB4,,
MF,protein amino acid phosphorylation,99,EPHB1,,
MF,protein amino acid phosphorylation,99,PTK2,,
MF,protein amino acid phosphorylation,99,ZAP70,,
MF,protein amino acid phosphorylation,99,TEC,,
MF,protein amino acid phosphorylation,99,MAP2K1,,
MF,protein amino acid phosphorylation,99,TAOK3,,
MF,protein amino acid phosphorylation,99,TGFBR2,,
MF,protein amino acid phosphorylation,99,BMX,,
MF,protein amino acid phosphorylation,99,RPS6KL1,,
MF,protein amino acid phosphorylation,99,EPHA7,,
MF,protein amino acid phosphorylation,99,ULK1,,
MF,protein amino acid phosphorylation,99,TGFBR3,,
MF,protein amino acid phosphorylation,99,GRK4,,
MF,protein amino acid phosphorylation,99,TNK1,,
MF,protein amino acid phosphorylation,99,GRK5,,
MF,protein amino acid phosphorylation,99,ABL2,,
MF,protein amino acid phosphorylation,99,MYLK,,
MF,protein amino acid phosphorylation,99,SRMS,,
MF,protein amino acid phosphorylation,99,CDK19,,
MF,protein amino acid phosphorylation,99,ACVRL1,,
MF,protein amino acid phosphorylation,99,PRDX2,,
MF,protein amino acid phosphorylation,99,FES,,
MF,protein amino acid phosphorylation,99,D8ERTD82E,,
MF,protein amino acid phosphorylation,99,SLK,,
MF,protein amino acid phosphorylation,99,PAK4,,
MF,protein amino acid phosphorylation,99,CDK12,,
MF,protein amino acid phosphorylation,99,PAK1,,
MF,protein amino acid phosphorylation,99,FGF2,,
MF,protein amino acid phosphorylation,99,TRPM6,,
MF,protein amino acid phosphorylation,99,SGK1,,
MF,protein amino acid phosphorylation,99,ADAM10,,
MF,protein amino acid phosphorylation,99,LYN,,
MF,protein amino acid phosphorylation,99,LIMK1,,
MF,protein amino acid phosphorylation,99,DAPK2,,
MF,protein amino acid phosphorylation,99,PRKCB,,
MF,protein amino acid phosphorylation,99,DAPK1,,
MF,protein amino acid phosphorylation,99,PRKD1,,
MF,protein amino acid phosphorylation,99,ACVR2A,,
MF,protein amino acid phosphorylation,99,PRKD2,,
MF,protein amino acid phosphorylation,99,CCND1,,
MF,protein amino acid phosphorylation,99,MAST2,,
MF,protein amino acid phosphorylation,99,HIPK3,,
MF,protein amino acid phosphorylation,99,CD81,,
MF,protein amino acid phosphorylation,99,ERN1,,
MF,protein amino acid phosphorylation,99,NRK,,
MF,protein amino acid phosphorylation,99,MAP3K12,,
MF,protein amino acid phosphorylation,99,FRK,,
MF,protein amino acid phosphorylation,99,CAMK2G,,
MF,protein amino acid phosphorylation,99,KIT,,
MF,protein amino acid phosphorylation,99,IGF1R,,
MF,protein amino acid phosphorylation,99,BCL2,,
MF,protein amino acid phosphorylation,99,CAMK2D,,
MF,protein amino acid phosphorylation,99,PRKAA2,,
MF,protein amino acid phosphorylation,99,PTPRE,,
MF,protein amino acid phosphorylation,99,TRIM28,,
MF,protein amino acid phosphorylation,99,PTPRA,,
MF,protein amino acid phosphorylation,99,NPR1,,
MF,protein amino acid phosphorylation,99,NPR2,,
MF,protein amino acid phosphorylation,99,TRIM24,,
MF,protein amino acid phosphorylation,99,ICK,,
MF,protein amino acid phosphorylation,99,MAPK12,,
MF,protein amino acid phosphorylation,99,RPS6KA1,,
MF,protein amino acid phosphorylation,99,RPS6KA2,,
MF,protein amino acid phosphorylation,99,FYN,,
MF,protein amino acid phosphorylation,99,GSK3B,,
MF,protein amino acid phosphorylation,99,JAK1,,
MF,protein amino acid phosphorylation,99,IGFBP3,,
MF,protein amino acid phosphorylation,99,F2R,,
MF,regulation of small GTPase mediated signal transduction,45,AGFG1,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D9,,
MF,regulation of small GTPase mediated signal transduction,45,CYTH1,,
MF,regulation of small GTPase mediated signal transduction,45,ASAP2,,
MF,regulation of small GTPase mediated signal transduction,45,ITPKB,,
MF,regulation of small GTPase mediated signal transduction,45,CYTH3,,
MF,regulation of small GTPase mediated signal transduction,45,ASAP3,,
MF,regulation of small GTPase mediated signal transduction,45,ITSN1,,
MF,regulation of small GTPase mediated signal transduction,45,TTN,,
MF,regulation of small GTPase mediated signal transduction,45,IQGAP1,,
MF,regulation of small GTPase mediated signal transduction,45,MCF2L,,
MF,regulation of small GTPase mediated signal transduction,45,PLEKHG3,,
MF,regulation of small GTPase mediated signal transduction,45,PLEKHG2,,
MF,regulation of small GTPase mediated signal transduction,45,SMAP1,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D12,,
MF,regulation of small GTPase mediated signal transduction,45,TIAM1,,
MF,regulation of small GTPase mediated signal transduction,45,RASGRP4,,
MF,regulation of small GTPase mediated signal transduction,45,SOS1,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D14,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D13,,
MF,regulation of small GTPase mediated signal transduction,45,RAPGEF5,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D4,,
MF,regulation of small GTPase mediated signal transduction,45,RAPGEF3,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D30,,
MF,regulation of small GTPase mediated signal transduction,45,FGD6,,
MF,regulation of small GTPase mediated signal transduction,45,RAPGEF1,,
MF,regulation of small GTPase mediated signal transduction,45,NET1,,
MF,regulation of small GTPase mediated signal transduction,45,VAV3,,
MF,regulation of small GTPase mediated signal transduction,45,ARHGEF7,,
MF,regulation of small GTPase mediated signal transduction,45,ARHGEF6,,
MF,regulation of small GTPase mediated signal transduction,45,NF1,,
MF,regulation of small GTPase mediated signal transduction,45,ARHGEF15,,
MF,regulation of small GTPase mediated signal transduction,45,RICTOR,,
MF,regulation of small GTPase mediated signal transduction,45,TBC1D22A,,
MF,regulation of small GTPase mediated signal transduction,45,FARP1,,
MF,regulation of small GTPase mediated signal transduction,45,RALGAPA2,,
MF,regulation of small GTPase mediated signal transduction,45,PLCE1,,
MF,regulation of small GTPase mediated signal transduction,45,NDEL1,,
MF,regulation of small GTPase mediated signal transduction,45,RASGRF2,,
MF,regulation of small GTPase mediated signal transduction,45,ACAP2,,
MF,regulation of small GTPase mediated signal transduction,45,TSC2,,
MF,regulation of small GTPase mediated signal transduction,45,TNK1,,
MF,regulation of small GTPase mediated signal transduction,45,ARAP3,,
MF,regulation of small GTPase mediated signal transduction,45,ARAP2,,
MF,regulation of small GTPase mediated signal transduction,45,ARAP1,,
MF,regulation of phosphate metabolic process,55,EDN1,,
MF,regulation of phosphate metabolic process,55,TGFB3,,
MF,regulation of phosphate metabolic process,55,TIRAP,,
MF,regulation of phosphate metabolic process,55,PRDX2,,
MF,regulation of phosphate metabolic process,55,TLR4,,
MF,regulation of phosphate metabolic process,55,PDCD4,,
MF,regulation of phosphate metabolic process,55,SPRY4,,
MF,regulation of phosphate metabolic process,55,PRKAR2B,,
MF,regulation of phosphate metabolic process,55,MAP3K5,,
MF,regulation of phosphate metabolic process,55,NDUFS4,,
MF,regulation of phosphate metabolic process,55,CERKL,,
MF,regulation of phosphate metabolic process,55,MDFIC,,
MF,regulation of phosphate metabolic process,55,IFNG,,
MF,regulation of phosphate metabolic process,55,GAB1,,
MF,regulation of phosphate metabolic process,55,SPRED1,,
MF,regulation of phosphate metabolic process,55,RAPGEF3,,
MF,regulation of phosphate metabolic process,55,CEACAM2,,
MF,regulation of phosphate metabolic process,55,FGF2,,
MF,regulation of phosphate metabolic process,55,LYN,,
MF,regulation of phosphate metabolic process,55,CCDC88C,,
MF,regulation of phosphate metabolic process,55,PKIG,,
MF,regulation of phosphate metabolic process,55,THY1,,
MF,regulation of phosphate metabolic process,55,ACVR2A,,
MF,regulation of phosphate metabolic process,55,PLCE1,,
MF,regulation of phosphate metabolic process,55,HIPK3,,
MF,regulation of phosphate metabolic process,55,CD81,,
MF,regulation of phosphate metabolic process,55,ERN1,,
MF,regulation of phosphate metabolic process,55,NRK,,
MF,regulation of phosphate metabolic process,55,GADD45A,,
MF,regulation of phosphate metabolic process,55,CAV1,,
MF,regulation of phosphate metabolic process,55,TNF,,
MF,regulation of phosphate metabolic process,55,FGFR3,,
MF,regulation of phosphate metabolic process,55,ADORA2A,,
MF,regulation of phosphate metabolic process,55,BMPR2,,
MF,regulation of phosphate metabolic process,55,KIT,,
MF,regulation of phosphate metabolic process,55,CD24A,,
MF,regulation of phosphate metabolic process,55,INPP5K,,
MF,regulation of phosphate metabolic process,55,HEXIM1,,
MF,regulation of phosphate metabolic process,55,DGKD,,
MF,regulation of phosphate metabolic process,55,BCL2,,
MF,regulation of phosphate metabolic process,55,VAV3,,
MF,regulation of phosphate metabolic process,55,MAP2K1,,
MF,regulation of phosphate metabolic process,55,HCLS1,,
MF,regulation of phosphate metabolic process,55,TGFBR2,,
MF,regulation of phosphate metabolic process,55,NF1,,
MF,regulation of phosphate metabolic process,55,DGKH,,
MF,regulation of phosphate metabolic process,55,RICTOR,,
MF,regulation of phosphate metabolic process,55,CDKN1C,,
MF,regulation of phosphate metabolic process,55,SH3BP5,,
MF,regulation of phosphate metabolic process,55,TSC2,,
MF,regulation of phosphate metabolic process,55,FABP4,,
MF,regulation of phosphate metabolic process,55,LRP8,,
MF,regulation of phosphate metabolic process,55,IGFBP3,,
MF,regulation of phosphate metabolic process,55,HTR2A,,
MF,regulation of phosphate metabolic process,55,F2R,,
MF,regulation of phosphorus metabolic process,55,EDN1,,
MF,regulation of phosphorus metabolic process,55,TGFB3,,
MF,regulation of phosphorus metabolic process,55,TIRAP,,
MF,regulation of phosphorus metabolic process,55,PRDX2,,
MF,regulation of phosphorus metabolic process,55,TLR4,,
MF,regulation of phosphorus metabolic process,55,PDCD4,,
MF,regulation of phosphorus metabolic process,55,SPRY4,,
MF,regulation of phosphorus metabolic process,55,PRKAR2B,,
MF,regulation of phosphorus metabolic process,55,MAP3K5,,
MF,regulation of phosphorus metabolic process,55,NDUFS4,,
MF,regulation of phosphorus metabolic process,55,CERKL,,
MF,regulation of phosphorus metabolic process,55,MDFIC,,
MF,regulation of phosphorus metabolic process,55,IFNG,,
MF,regulation of phosphorus metabolic process,55,GAB1,,
MF,regulation of phosphorus metabolic process,55,SPRED1,,
MF,regulation of phosphorus metabolic process,55,RAPGEF3,,
MF,regulation of phosphorus metabolic process,55,CEACAM2,,
MF,regulation of phosphorus metabolic process,55,FGF2,,
MF,regulation of phosphorus metabolic process,55,LYN,,
MF,regulation of phosphorus metabolic process,55,CCDC88C,,
MF,regulation of phosphorus metabolic process,55,PKIG,,
MF,regulation of phosphorus metabolic process,55,THY1,,
MF,regulation of phosphorus metabolic process,55,ACVR2A,,
MF,regulation of phosphorus metabolic process,55,PLCE1,,
MF,regulation of phosphorus metabolic process,55,HIPK3,,
MF,regulation of phosphorus metabolic process,55,CD81,,
MF,regulation of phosphorus metabolic process,55,ERN1,,
MF,regulation of phosphorus metabolic process,55,NRK,,
MF,regulation of phosphorus metabolic process,55,GADD45A,,
MF,regulation of phosphorus metabolic process,55,CAV1,,
MF,regulation of phosphorus metabolic process,55,TNF,,
MF,regulation of phosphorus metabolic process,55,FGFR3,,
MF,regulation of phosphorus metabolic process,55,ADORA2A,,
MF,regulation of phosphorus metabolic process,55,BMPR2,,
MF,regulation of phosphorus metabolic process,55,KIT,,
MF,regulation of phosphorus metabolic process,55,CD24A,,
MF,regulation of phosphorus metabolic process,55,INPP5K,,
MF,regulation of phosphorus metabolic process,55,HEXIM1,,
MF,regulation of phosphorus metabolic process,55,DGKD,,
MF,regulation of phosphorus metabolic process,55,BCL2,,
MF,regulation of phosphorus metabolic process,55,VAV3,,
MF,regulation of phosphorus metabolic process,55,MAP2K1,,
MF,regulation of phosphorus metabolic process,55,HCLS1,,
MF,regulation of phosphorus metabolic process,55,TGFBR2,,
MF,regulation of phosphorus metabolic process,55,NF1,,
MF,regulation of phosphorus metabolic process,55,DGKH,,
MF,regulation of phosphorus metabolic process,55,RICTOR,,
MF,regulation of phosphorus metabolic process,55,CDKN1C,,
MF,regulation of phosphorus metabolic process,55,SH3BP5,,
MF,regulation of phosphorus metabolic process,55,TSC2,,
MF,regulation of phosphorus metabolic process,55,FABP4,,
MF,regulation of phosphorus metabolic process,55,LRP8,,
MF,regulation of phosphorus metabolic process,55,IGFBP3,,
MF,regulation of phosphorus metabolic process,55,HTR2A,,
MF,regulation of phosphorus metabolic process,55,F2R,,
MF,morphogenesis of an epithelium,37,DLC1,,
MF,morphogenesis of an epithelium,37,WNT5A,,
MF,morphogenesis of an epithelium,37,COBL,,
MF,morphogenesis of an epithelium,37,BBS4,,
MF,morphogenesis of an epithelium,37,ENAH,,
MF,morphogenesis of an epithelium,37,NRP1,,
MF,morphogenesis of an epithelium,37,FGFR3,,
MF,morphogenesis of an epithelium,37,PGF,,
MF,morphogenesis of an epithelium,37,TNC,,
MF,morphogenesis of an epithelium,37,CTNND1,,
MF,morphogenesis of an epithelium,37,NR3C1,,
MF,morphogenesis of an epithelium,37,SOX9,,
MF,morphogenesis of an epithelium,37,ZIC2,,
MF,morphogenesis of an epithelium,37,IGF1R,,
MF,morphogenesis of an epithelium,37,CD44,,
MF,morphogenesis of an epithelium,37,HOXA5,,
MF,morphogenesis of an epithelium,37,BCL2,,
MF,morphogenesis of an epithelium,37,ILK,,
MF,morphogenesis of an epithelium,37,SEMA3C,,
MF,morphogenesis of an epithelium,37,PLXND1,,
MF,morphogenesis of an epithelium,37,CAR2,,
MF,morphogenesis of an epithelium,37,RET,,
MF,morphogenesis of an epithelium,37,AR,,
MF,morphogenesis of an epithelium,37,VANGL2,,
MF,morphogenesis of an epithelium,37,TBX4,,
MF,morphogenesis of an epithelium,37,FZD3,,
MF,morphogenesis of an epithelium,37,SHANK3,,
MF,morphogenesis of an epithelium,37,FZD6,,
MF,morphogenesis of an epithelium,37,HOXB4,,
MF,morphogenesis of an epithelium,37,MIB1,,
MF,morphogenesis of an epithelium,37,HHEX,,
MF,morphogenesis of an epithelium,37,NCOA3,,
MF,morphogenesis of an epithelium,37,FREM2,,
MF,morphogenesis of an epithelium,37,ZIC5,,
MF,morphogenesis of an epithelium,37,TSC2,,
MF,morphogenesis of an epithelium,37,APAF1,,
MF,morphogenesis of an epithelium,37,TGFB1I1,,
MF,plasma membrane,368,LYPD1,,
MF,plasma membrane,368,CDIPT,,
MF,plasma membrane,368,GPR126,,
MF,plasma membrane,368,SGMS2,,
MF,plasma membrane,368,CADM1,,
MF,plasma membrane,368,GPR124,,
MF,plasma membrane,368,EFNA3,,
MF,plasma membrane,368,ADCY6,,
MF,plasma membrane,368,UTRN,,
MF,plasma membrane,368,AQP7,,
MF,plasma membrane,368,AMOTL1,,
MF,plasma membrane,368,ITSN1,,
MF,plasma membrane,368,VPS33B,,
MF,plasma membrane,368,AQP1,,
MF,plasma membrane,368,AMOTL2,,
MF,plasma membrane,368,MAGED1,,
MF,plasma membrane,368,CTTNBP2,,
CC,plasma membrane,368,LPHN3,,
CC,plasma membrane,368,ATP2B4,,
CC,plasma membrane,368,HMCN1,,
CC,plasma membrane,368,PICALM,,
CC,plasma membrane,368,CD44,,
CC,plasma membrane,368,AQP11,,
CC,plasma membrane,368,RAB28,,
CC,plasma membrane,368,APOE,,
CC,plasma membrane,368,ILK,,
CC,plasma membrane,368,KLRA10,,
CC,plasma membrane,368,GNG5,,
CC,plasma membrane,368,ADAM9,,
CC,plasma membrane,368,GNG7,,
CC,plasma membrane,368,CDH23,,
CC,plasma membrane,368,RECK,,
CC,plasma membrane,368,TMEFF1,,
CC,plasma membrane,368,BSG,,
CC,plasma membrane,368,MAGI1,,
CC,plasma membrane,368,MPDZ,,
CC,plasma membrane,368,CRYAB,,
CC,plasma membrane,368,SCN2A1,,
CC,plasma membrane,368,VANGL2,,
CC,plasma membrane,368,EFNB2,,
CC,plasma membrane,368,THY1,,
CC,plasma membrane,368,JUP,,
CC,plasma membrane,368,NPC1,,
CC,plasma membrane,368,EGFLAM,,
CC,plasma membrane,368,CD36,,
CC,plasma membrane,368,PGM5,,
CC,plasma membrane,368,PTRF,,
CC,plasma membrane,368,ABCB1A,,
CC,plasma membrane,368,ABCB1B,,
CC,plasma membrane,368,PDGFRA,,
CC,plasma membrane,368,NPTN,,
CC,plasma membrane,368,TRAPPC4,,
CC,plasma membrane,368,TGFB1I1,,
CC,plasma membrane,368,UNC13C,,
CC,plasma membrane,368,GPR146,,
CC,plasma membrane,368,CLCN3,,
CC,plasma membrane,368,ENPP2,,
CC,plasma membrane,368,ASAP2,,
CC,plasma membrane,368,FCGRT,,
CC,plasma membrane,368,EPHB4,,
CC,plasma membrane,368,EPHB1,,
CC,plasma membrane,368,ITGBL1,,
CC,plasma membrane,368,DAGLA,,
CC,plasma membrane,368,ZAP70,,
CC,plasma membrane,368,SLC28A2,,
CC,plasma membrane,368,NPHP1,,
CC,plasma membrane,368,ASPSCR1,,
CC,plasma membrane,368,NTF3,,
CC,plasma membrane,368,MAOA,,
CC,plasma membrane,368,PCDH10,,
CC,plasma membrane,368,TGFBR2,,
CC,plasma membrane,368,MAOB,,
CC,plasma membrane,368,SMAD3,,
CC,plasma membrane,368,PCDH12,,
CC,plasma membrane,368,CD63,,
CC,plasma membrane,368,PCDH17,,
CC,plasma membrane,368,MCAM,,
CC,plasma membrane,368,GNAT3,,
CC,plasma membrane,368,ABCG2,,
CC,plasma membrane,368,LAMA2,,
CC,plasma membrane,368,EPHA7,,
CC,plasma membrane,368,GNGT2,,
CC,plasma membrane,368,CD55,,
CC,plasma membrane,368,EPS8,,
CC,plasma membrane,368,KCNJ8,,
CC,plasma membrane,368,TGFBR3,,
CC,plasma membrane,368,RHEB,,
CC,plasma membrane,368,SYTL2,,
CC,plasma membrane,368,NRP2,,
CC,plasma membrane,368,GYPC,,
CC,plasma membrane,368,STEAP4,,
CC,plasma membrane,368,GPR85,,
CC,plasma membrane,368,NRP1,,
CC,plasma membrane,368,GPR160,,
CC,plasma membrane,368,MYO7A,,
CC,plasma membrane,368,H2-D1,,
CC,plasma membrane,368,GJA1,,
CC,plasma membrane,368,AP3S1,,
CC,plasma membrane,368,GJA5,,
CC,plasma membrane,368,MMP25,,
CC,plasma membrane,368,MCF2L,,
CC,plasma membrane,368,ASAH2,,
CC,plasma membrane,368,ART3,,
CC,plasma membrane,368,EDNRB,,
CC,plasma membrane,368,AP2B1,,
CC,plasma membrane,368,CERKL,,
CC,plasma membrane,368,SMAP1,,
CC,plasma membrane,368,IL1RAP,,
CC,plasma membrane,368,STRA6,,
CC,plasma membrane,368,SLC22A5,,
CC,plasma membrane,368,GPIHBP1,,
CC,plasma membrane,368,CEACAM2,,
CC,plasma membrane,368,DPP4,,
CC,plasma membrane,368,AGPAT1,,
CC,plasma membrane,368,CTBP2,,
CC,plasma membrane,368,ADAM10,,
CC,plasma membrane,368,LYN,,
CC,plasma membrane,368,STX2,,
CC,plasma membrane,368,FLOT2,,
CC,plasma membrane,368,SLC22A8,,
CC,plasma membrane,368,SLC3A2,,
CC,plasma membrane,368,RFTN2,,
CC,plasma membrane,368,MMP15,,
CC,plasma membrane,368,CLIC1,,
CC,plasma membrane,368,CD164,,
CC,plasma membrane,368,FLNA,,
CC,plasma membrane,368,LRPAP1,,
CC,plasma membrane,368,BGN,,
CC,plasma membrane,368,MAST2,,
CC,plasma membrane,368,PRUNE,,
CC,plasma membrane,368,XPR1,,
CC,plasma membrane,368,PLXDC1,,
CC,plasma membrane,368,SORT1,,
CC,plasma membrane,368,KCTD12B,,
CC,plasma membrane,368,SGCE,,
CC,plasma membrane,368,PARVB,,
CC,plasma membrane,368,MAP3K12,,
CC,plasma membrane,368,SGCB,,
CC,plasma membrane,368,PARVA,,
CC,plasma membrane,368,SLC39A14,,
CC,plasma membrane,368,NKD1,,
CC,plasma membrane,368,SHROOM2,,
CC,plasma membrane,368,PARD3,,
CC,plasma membrane,368,MTDH,,
CC,plasma membrane,368,LIMS2,,
CC,plasma membrane,368,EEA1,,
CC,plasma membrane,368,SLC19A3,,
CC,plasma membrane,368,KIT,,
CC,plasma membrane,368,CLDN15,,
CC,plasma membrane,368,PLIN2,,
CC,plasma membrane,368,DGKD,,
CC,plasma membrane,368,MFSD7C,,
CC,plasma membrane,368,LANCL2,,
CC,plasma membrane,368,SOS1,,
CC,plasma membrane,368,COL6A3,,
CC,plasma membrane,368,CLEC2D,,
CC,plasma membrane,368,PKD2,,
CC,plasma membrane,368,SLCO3A1,,
CC,plasma membrane,368,CLEC2H,,
CC,plasma membrane,368,LY75,,
CC,plasma membrane,368,NOS1,,
CC,plasma membrane,368,NPR2,,
CC,plasma membrane,368,ATP1A1,,
CC,plasma membrane,368,SAMD4,,
CC,plasma membrane,368,FZD6,,
CC,plasma membrane,368,PROM1,,
CC,plasma membrane,368,CDH13,,
CC,plasma membrane,368,SLC16A2,,
CC,plasma membrane,368,ABCC9,,
CC,plasma membrane,368,AP2A2,,
CC,plasma membrane,368,PTP4A3,,
CC,plasma membrane,368,TFRC,,
CC,plasma membrane,368,GRIA1,,
CC,plasma membrane,368,STAB1,,
CC,plasma membrane,368,LAYN,,
CC,plasma membrane,368,FYN,,
CC,plasma membrane,368,GNG10,,
CC,plasma membrane,368,CDON,,
CC,plasma membrane,368,SLC16A9,,
CC,plasma membrane,368,HBEGF,,
CC,plasma membrane,368,ABCC4,,
CC,plasma membrane,368,AMOT,,
CC,plasma membrane,368,LRP8,,
CC,plasma membrane,368,CP,,
CC,plasma membrane,368,DNM2,,
CC,plasma membrane,368,HTR2A,,
CC,plasma membrane,368,GNA13,,
CC,plasma membrane,368,ENAH,,
CC,plasma membrane,368,OCLN,,
CC,plasma membrane,368,PLXNA4,,
CC,plasma membrane,368,GABRB2,,
CC,plasma membrane,368,TGFB3,,
CC,plasma membrane,368,LMO7,,
CC,plasma membrane,368,SLC7A5,,
CC,plasma membrane,368,IL17RD,,
CC,plasma membrane,368,IQGAP1,,
CC,plasma membrane,368,SEZ6L2,,
CC,plasma membrane,368,SLC16A1,,
CC,plasma membrane,368,DMXL2,,
CC,plasma membrane,368,DYSF,,
CC,plasma membrane,368,TIAM1,,
CC,plasma membrane,368,SLC2A1,,
CC,plasma membrane,368,ROBO2,,
CC,plasma membrane,368,SPRED1,,
CC,plasma membrane,368,INSR,,
CC,plasma membrane,368,MTUS1,,
CC,plasma membrane,368,SCAMP5,,
CC,plasma membrane,368,INADL,,
CC,plasma membrane,368,BST2,,
CC,plasma membrane,368,MFGE8,,
CC,plasma membrane,368,PNPLA6,,
CC,plasma membrane,368,TNS3,,
CC,plasma membrane,368,IGSF5,,
CC,plasma membrane,368,MIB1,,
CC,plasma membrane,368,PLCE1,,
CC,plasma membrane,368,LYNX1,,
CC,plasma membrane,368,RASGRF2,,
CC,plasma membrane,368,CLEC12B,,
CC,plasma membrane,368,CD300LG,,
CC,plasma membrane,368,NEURL2,,
CC,plasma membrane,368,VAMP1,,
CC,plasma membrane,368,CAR4,,
