NORM_Abundance BR1 126 control,NORM_Abundance BR2 126 control,NORM_Abundance BR3 126 control,NORM_Abundance BR1 127C Sample,NORM_Abundance BR1 127N Sample,NORM_Abundance BR1 128C Sample,NORM_Abundance BR1 128N Sample,NORM_Abundance BR2 127C Sample,NORM_Abundance BR2 127N Sample,NORM_Abundance BR2 128C Sample,NORM_Abundance BR2 128N Sample,NORM_Abundance BR3 127C Sample,NORM_Abundance BR3 127N Sample,NORM_Abundance BR3 128C Sample,NORM_Abundance BR3 128N Sample,_GENE_SYMBOL_
10127.03616,11476.45682,19684.43966,6487.3,10257.65345,6958.363569,9031.375793,13539.91387,19783.11404,13573.24188,19190.47427,8979.187788,11707.04331,9130.014471,11097.6277,NOLC1
2584.345755,2275.933944,4562.291521,3067.1,2725.278552,3127.742214,2643.213581,5132.561642,4782.360402,5181.761393,4965.164205,2752.110661,2377.140144,2734.233805,2255.205481,WDR1
5250.883146,1739.10853,4322.768146,5041.7,5175.55416,5216.590546,5183.828271,4669.38367,4595.97515,4981.083396,4531.710569,2111.612686,1775.183984,2142.837083,1708.999219,RPN1
2643.46709,2697.708785,1340.318968,2931.6,2735.814825,2808.784735,2547.387286,1495.776402,1241.906327,1400.64108,1218.60453,2120.754567,2436.152566,2285.846202,2556.549402,SMC4
2399.724343,632.8245015,970.8163373,2605.3,2471.597532,3115.015897,2389.95413,1460.36224,899.3343063,1437.37988,889.5813071,927.3750517,570.19157,845.4865961,574.6102935,NARS1
2089.248832,3872.318576,1677.2531,1736.2,1955.25784,1657.952569,1985.677666,1449.337788,1722.077514,1395.202096,1634.278526,3414.290265,3730.498231,3292.632537,3774.891129,LMNB2
1334.183247,3018.617372,3764.387874,1503.8,1294.402885,1542.749419,1342.578075,3650.1505,3975.760398,4188.890202,4103.401042,3064.714447,3045.963956,3366.329832,3280.968807,MTAP
4893.972017,3950.981276,3298.358699,2918.1,4409.336481,3196.104523,4660.556105,2924.650996,2975.136401,2447.542936,3047.260468,3869.685377,4101.461508,3439.010981,3610.203715,CALM3
2042.105173,3973.231186,4099.209721,2410.9,2045.720155,2422.131246,2234.065601,5462.91763,4347.868879,5831.771328,4412.796741,5160.227715,4081.72524,5360.702699,4288.402439,ALDH1A3
2044.642316,1467.937761,3608.127855,2862.4,2242.605056,3063.377701,2348.486831,4951.337786,3945.358213,5461.715151,4175.268743,1838.40798,1530.886304,1928.697774,1626.958674,MYBBP1A
2328.56633,2040.409384,309.572664,4060,2645.477199,4538.03133,2595.448955,556.0551982,331.5722349,598.4422066,325.2275697,3113.417211,2222.932143,3721.392487,2337.199385,IARS1
2231.210839,1263.331304,1010.311168,2467.3,2357.070122,2406.673102,2396.667317,1215.030445,1044.674063,1101.394321,992.2637217,1579.846463,1330.774298,1437.632057,1303.553822,PRKAR2A
4996.401794,2659.605816,1916.530861,4656.1,4998.370219,4220.27319,4738.797413,1662.426839,1855.551762,1514.757128,1811.725325,2343.476675,2784.482959,2363.608079,2505.711316,ITGB1
1932.535994,3600.916038,3183.558427,2299.1,1928.137849,2309.659923,2075.741313,3289.137477,3440.233809,3755.156859,3287.335549,3944.033948,3659.21201,4530.672212,3799.937049,DDX1
2622.697918,4539.259605,3998.605974,2464.6,2629.392239,2421.931357,2625.985047,3575.471169,3748.32965,3404.23975,3888.696908,3740.890028,4242.561092,3623.147254,4539.467959,CANX
2062.048298,3724.171264,1327.890868,1983.1,2001.330652,1893.156225,2105.208048,1483.317261,1275.873257,1471.655743,1342.163039,4022.589402,3606.336488,4065.27754,3731.422234,SAE1
3733.671577,2321.175426,778.1562313,3260.6,4363.450703,3642.25854,4118.86723,674.605804,742.9438389,640.0555677,716.6293609,2272.364167,2391.770511,2159.202375,2248.162773,STOML2
3329.852802,1511.834978,1797.653386,4869.2,3636.323218,5015.035005,3615.912852,2570.811417,1914.471909,2800.87167,1935.283834,2118.003913,1571.438934,2060.315367,1570.803577,HK1
756.3046551,1013.761489,1336.978609,1206.9,750.0703741,1078.138911,754.8474278,1893.034196,1401.35229,1958.239593,1477.707821,1347.416164,984.064046,1305.319208,1014.709541,FUBP3
2385.327531,2181.371829,2671.255458,2588.8,2451.584849,2723.698313,2587.488184,2909.246969,2683.540238,2976.509814,2657.756503,2372.196743,2288.670606,2737.549649,2237.38883,IDH1
4278.921328,648.9093317,3900.065389,3943.7,4208.461513,3937.162614,4185.523834,3540.132517,3911.747758,3468.99445,3806.241331,765.4909482,605.2455377,666.6984571,567.4276648,ETFA
2190.203526,1472.804929,477.9660457,2676.9,2126.58137,2460.909866,1764.617751,569.1939278,449.769003,555.5460663,525.4482895,1867.047147,1314.278313,1677.549374,1215.869784,HNRNPH1
2618.213666,2511.458504,3549.425961,3107.8,2759.007093,3111.084731,2631.03479,3781.160246,3633.748552,3737.762372,3888.846736,2881.067813,2602.78165,2760.814034,2561.120165,PARK7
924.9361658,158.6233112,1336.732995,1378.4,953.688514,1442.204853,942.2819969,1857.469014,1449.680051,2012.321569,1420.223649,197.3999063,144.5362478,184.6710871,152.5142581,PFKP
4064.326225,4303.178798,3701.412286,4852.4,4079.407762,5330.594358,4277.310334,3613.150629,3518.047105,3889.643443,3964.709862,5007.970902,4226.948821,5264.97109,4544.085363,XRCC5
1969.944104,2776.000653,2294.482634,2714,2151.332258,2544.996839,1953.47813,2831.84928,2341.171918,2877.017451,2390.862134,3402.235926,2816.247549,3259.206696,2943.291979,PLS3
1706.022219,3449.709363,5599.423805,2683.9,1776.827002,2569.716543,1726.53675,8088.020694,6129.17209,8628.435482,5011.461188,5497.263784,3843.711745,5915.946031,3137.642717,PAICS
2730.969025,3309.210457,3012.119424,3008,2857.511888,2913.660246,2875.798791,3281.284443,3098.120113,3166.515087,3047.060697,3838.619162,3357.669336,3606.140186,3326.676444,PSMC1
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
1734.343816,794.4144672,1449.077121,1821.4,1606.750368,1741.173353,1686.138808,1449.035749,1222.453002,1324.803167,1253.714325,866.9415558,812.3781565,790.721698,773.8116379,sp
9702.861235,7686.833743,3380.885211,9537.5,10247.61594,9822.784296,8480.953833,3680.127946,3276.408301,3624.877792,3295.675998,6645.014797,7203.148508,7153.397411,7211.918869,HNRNPDL
942.6371641,2915.062586,2528.700734,1159.6,925.1345924,1100.593198,828.5142632,2862.808355,2520.529529,2671.721449,2380.47403,3489.043344,2927.006304,3224.978635,2734.342781,RPS8
2601.751737,1210.256,1041.946331,2774.6,2541.984819,2986.220241,2740.762729,1477.956056,1015.799627,1333.423444,1050.596922,1577.500317,1233.713102,1595.936841,1293.619407,DDB1
1528.717219,3100.802974,1249.588928,2037.4,1560.615211,2199.187498,1561.499275,1490.641726,1310.858685,1501.108356,1328.578595,3710.309223,3146.314531,3973.0757,3041.003713,USP5
5758.547778,5827.482995,10274.10857,6570.8,6118.082954,5310.405489,5459.78186,9671.917195,10346.72407,7916.698206,9334.710473,6270.683089,6174.849693,5542.378831,6215.25918,H4C15
1724.49026,1103.410082,2136.110329,2317.1,1698.895993,2251.225474,1830.858494,2459.056706,2075.903945,2459.652372,2095.050879,1420.389408,1098.357655,1375.593696,1134.295644,WARS1
1103.480236,2137.381905,1493.435121,1243,1135.298937,1270.766041,1195.42263,1598.39441,1540.988455,1607.322483,1489.144725,2524.049048,2141.090456,2530.57684,2138.930849,DDX19A
900.8038047,1498.021492,3104.126659,932.5,858.0515799,870.8531962,825.4250088,3389.641207,3153.11904,3278.424754,3111.187263,1579.522857,1463.773176,1515.019565,1410.360444,RAB7A
329.6515921,213.0892348,1071.616576,443.5,325.1905138,386.6534887,292.7662619,1268.340462,1001.235096,1147.830932,1003.500854,241.9766884,219.406417,224.1938017,220.9824327,DPYSL3
5442.702965,4080.401582,5405.290011,4900.3,5451.055863,5163.419861,5284.229038,5513.20725,5251.939204,5280.022288,5101.258358,3533.215618,4244.819471,3879.055494,3713.652224,PPIB
2027.413345,7097.489272,13851.48548,2207.7,2038.737537,1991.235483,1928.467051,12396.61787,13698.65404,11725.16737,13349.06349,7105.587611,7148.210987,6660.941178,7007.213952,RPL7A
5777.36984,4751.699884,5337.156516,5992.1,5976.310863,5912.007134,5885.029608,5040.515025,5283.054338,5422.154237,5108.250351,5173.414676,4837.69302,5044.681426,4822.155702,RPS3
800.4981476,1025.396337,636.2892282,1179.6,735.7934132,1185.4131,1046.900785,854.7725209,684.2783167,828.6754383,713.6327924,1401.78204,1056.233979,1383.081084,1138.306723,VARS1
1598.931179,2419.075026,1464.108735,1675.5,1566.662657,1789.346793,1578.668401,1660.010521,1530.599768,1725.74867,1564.10888,2628.816621,2525.211245,2906.711146,2477.353924,DARS1
582.2448382,3431.399542,1125.013194,718.6,556.9261617,612.4623244,532.9557906,1123.134848,1143.162883,1032.329483,1091.99951,3183.801604,3318.147706,2857.829196,2999.073952,EIF3J
1436.967044,2906.394392,905.3846032,1263.1,1384.802855,1254.441708,1389.629796,1124.871576,905.1397486,1010.77879,990.9152658,2623.234411,2723.015778,2813.814048,2615.689487,ITGB3
1708.677368,1156.346324,1154.044842,1703.9,1629.568568,1630.634298,1747.448626,1532.021173,1173.463217,1641.547036,1255.811923,1412.299248,1174.357014,1558.392936,1209.386762,RANBP2
868.4699811,2365.350766,3971.784857,884.6,948.6385846,861.0585964,891.4875257,4213.379142,3986.352784,4599.22565,4412.447142,2465.961698,2450.0956,2659.627328,2495.636979,DCTN1
881.2737033,614.9782201,1321.111905,963.6,833.9864844,1025.701156,875.8630276,2063.007071,1368.556633,1978.199639,1437.50386,768.8079138,498.1198269,1013.471503,595.5984941,LRRC47
812.0627998,1012.788055,1716.797054,975.4,837.1037248,940.1483243,823.345703,2037.182671,1825.862527,2274.419039,1862.367333,1545.382381,1032.275525,1426.935788,969.001904,NAMPT
332.6017585,1407.723944,1915.597525,388.4,322.9461007,310.6953676,323.8964408,1727.667427,1995.748101,1579.101338,2086.01123,1483.16905,1486.50425,1253.602746,1381.676569,CDV3
3665.404726,2300.36249,592.9136868,3498.8,3487.443819,3325.566479,3639.141668,612.1590836,500.6430105,562.883564,520.5538942,2321.633242,2229.461804,2144.548486,2275.820558,XP_024303866.1
702.1396002,3001.373692,867.3143375,479.2,575.1931902,461.9453106,587.2553773,851.9031431,930.0420405,815.4371558,885.9854249,2577.767711,3166.44356,2417.30335,2945.344159,CALD1
1336.425374,1036.799416,1064.591998,1513.7,1315.974188,1708.991096,1341.3899,1455.303074,1098.247092,1415.418698,1100.789445,1376.217134,1103.610841,1351.794497,1120.443432,ARHGEF1
2413.767135,2180.305688,3840.331914,2717.4,2531.323857,2417.467151,2247.491976,3655.209666,4066.203078,3411.628558,4353.364799,2524.291753,2394.02889,2224.55658,2091.124392,RPSA
2339.599952,1943.344155,2543.241119,2722.8,2393.541834,2609.694502,2287.949326,2590.141962,2424.077707,2618.049962,2487.451526,2035.726985,1862.622522,1951.213421,1889.917508,EIF2S1
3100.152847,7037.599933,4532.228292,3013.9,3092.364776,2973.294034,2961.169148,4108.571346,4330.910877,4194.688364,4168.876064,6173.115759,7013.98473,6365.777631,7151.053087,LGALS1
2127.246975,1798.024435,3661.917456,2306.4,2163.80122,1973.578552,1939.695303,3804.492817,3646.12331,3229.371273,3367.5437,1734.611226,1744.254012,1410.944866,1614.179192,MANF
2588.003962,1672.497864,610.745308,1926.6,2741.114133,1903.084085,2607.627747,407.9046959,640.9921242,427.06289,594.8687935,1266.838169,1798.356915,1258.416067,1683.440254,H2BC13
4090.700713,4018.936207,3552.324214,3682.9,4113.385682,3889.722103,3980.504278,3342.976064,3613.022104,3228.139805,3552.232206,4066.92348,4243.592091,3931.039362,3999.371596,SNRNP70
2249.32486,3087.638444,1759.484874,2018,2310.997309,2250.425914,2240.362927,2071.539694,1905.865595,2018.838088,1917.903737,3347.87005,3262.228281,3448.370216,3249.253304,ATXN2L
405.7068816,1025.720815,459.151966,476,398.0715932,440.4238429,399.5237645,531.6654876,480.9350616,513.3169712,454.9789865,1078.741947,1013.472066,1044.009352,1017.461327,MAGED2
11875.36376,16528.94767,15527.31402,10564.1,12261.85197,10362.55337,12910.29113,13425.13876,15639.04674,12816.09422,15287.9432,13799.30517,17471.55538,12785.41098,17882.18016,XP_005249096.1
1157.173264,2330.538929,1766.116469,1350.8,1223.641529,1379.572718,1230.117334,2045.186725,1782.168935,2143.575549,1699.054349,2825.32661,2429.230143,2808.679839,2458.324623,SMARCA5
904.993041,1093.119499,1719.646183,879.9,878.8747455,979.5932434,968.8377029,2290.51852,1767.502554,2342.868143,1803.235048,1093.385137,1027.316911,1242.852996,1211.25238,UGGT1
2695.449022,1308.572786,1545.407174,3140.3,2719.605175,3177.181623,2612.261628,1505.894734,1420.398215,1684.904976,1394.353274,1440.857513,1296.456758,1481.914611,1253.228781,HNRNPUL1
4733.423962,5848.666763,2391.746023,4437.9,4925.177415,4306.558951,4849.238257,2262.428822,2603.995494,2299.253647,2257.41495,4415.528478,5554.188265,4463.178753,5900.156328,THRAP3
3014.834035,6817.047708,6828.823212,2472.4,2907.013665,2425.662633,2794.468228,6058.313506,6556.330423,5744.747579,6742.528878,6135.739219,6783.875561,6009.484905,6495.055215,PHB2
730.8152175,1444.204524,2139.008581,843.4,762.9134043,918.0271873,796.6711795,2718.50886,2207.79952,2707.536647,2287.130921,1505.093384,1431.959491,1593.423218,1427.570768,SMARCA4
1635.631249,1680.424394,927.0478125,1934.5,1563.981831,2172.202376,1568.093645,1295.82608,924.6439977,1300.89216,1013.439473,2059.997465,1785.248498,2236.696845,1787.961494,IGF2BP3
2790.503383,1714.031028,4561.456431,3459.9,2977.89971,3911.176941,2885.066554,5469.260465,4614.8683,6027.318207,4864.529445,2318.073572,1790.108923,2604.220654,1867.670016,AHCY
498.1650962,2304.534348,2265.942216,557.2,508.4219018,540.9684086,520.7769992,2372.220275,2343.15799,2478.637506,2229.696691,2179.084622,2339.533226,2390.402233,2286.734422,KPNB1
639.0650428,1586.650297,4874.222085,701.2,647.2014424,691.2189027,664.9620069,4799.940356,4513.323984,4740.023507,4517.127268,1965.908903,1606.10014,1818.633165,1624.44009,FTSJ3
1072.208472,1658.359901,1560.537034,1486.8,1099.762397,1428.212568,1132.152324,1672.243131,1637.338427,1704.454533,1667.140895,1687.121986,1634.428066,1765.044856,1712.403971,MCM6
1843.145952,1176.881136,1363.554111,1873.5,1795.779823,2032.079631,1879.157799,1868.342446,1276.586206,1731.495521,1259.008262,1263.683007,1078.817768,1262.694575,994.9339919,ACOT7
2904.674822,1818.744663,2542.651644,2250.7,2984.695294,2395.279384,2870.273778,2276.398161,2566.820293,2027.25312,2485.154157,1598.85834,1875.141797,1518.442371,1735.817475,PLIN3
2263.957686,1465.527354,1114.550012,2950.8,2437.183199,3100.423942,2477.463201,1395.952261,1160.27366,1460.777774,1145.987687,1558.731145,1457.587181,1774.457573,1492.494269,SART3
3247.897179,3217.05875,1952.98007,3626.3,3219.485838,3651.320211,3262.133816,2199.831082,2004.863664,2205.662068,2080.467579,3593.891819,3209.696425,3523.2441,3257.275461,DLD
2545.698576,834.18618,224.5900063,2925.9,2608.319694,2703.043035,2575.012349,248.8052523,212.8152925,221.4590212,224.7426388,899.7876057,828.4322846,858.4825632,811.5903991,DYNC1I2
0,235.0610201,387.5307436,0,0,0,0,461.7432831,466.6251556,473.2942565,407.5333183,204.0338376,232.7603094,225.5843167,248.5002958,RBMXL1
2588.062965,4091.57289,4234.297761,2719.2,2586.87308,2506.684629,2494.810553,4097.999954,4140.298855,4106.227903,4016.250841,4089.737731,3973.56853,3827.820365,3970.407879,RPL7
2215.45695,970.0496881,2337.907299,3637.3,2405.325002,3940.62737,2539.901785,3240.433565,2514.163913,3950.088004,2526.307031,1516.0151,1045.973084,1765.57967,1174.546349,INPP5F
1980.210683,3526.656966,1887.400967,1759.1,1921.841023,1899.619329,1904.109469,2003.429728,1918.138504,2014.014838,1856.124482,3806.905734,3636.23546,3828.622585,3524.711778,SEPTIN9
2430.288067,4177.003271,5503.977965,2498.3,2241.732228,2479.566247,2469.799474,5300.797788,5329.9562,5997.865594,5416.197709,4284.548786,4025.904006,4504.466352,4210.09313,RPS4X
538.5233724,2834.267603,418.8220458,476.8,515.155141,528.4419816,541.2730139,631.1120786,426.7000086,617.3760294,407.633204,3147.072277,2874.228972,3562.659852,3139.321773,TNPO1
195.7140381,2555.077596,1519.12641,294.9,179.4283548,270.1843696,181.1966516,1970.733924,1666.009164,1931.557783,1676.380314,2839.160784,2585.352857,2815.204563,2645.959136,CHD4
10705.62279,6144.17337,1832.285047,9439.2,11312.77697,9380.428185,9982.628509,1610.324981,1881.879952,1665.458042,1876.650977,5396.136783,6592.158833,5845.885468,5585.333318,PSIP1
1487.296883,2452.264474,4806.137713,1551.8,1499.39261,1469.256605,1490.20879,4922.719519,4846.933217,4744.744135,5005.917536,2569.030338,2495.263178,2494.049081,2510.935045,MCM3
1064.007009,224.6313752,741.5105304,1301.4,1025.198008,1126.845391,1046.722559,701.2608128,723.7960643,642.5698151,764.5744572,167.3854124,217.0989429,184.8315312,190.5728619,GOLGB1
2069.659727,6086.787146,2781.241683,1147.2,1557.497971,1238.583785,1836.799368,1875.36487,2426.06378,2055.474265,2486.003185,4373.945055,5460.367351,4570.943665,5307.822665,SAFB
3735.913703,4294.974144,4774.99378,3175.1,3711.074642,3454.828545,3759.979042,5272.255031,4752.925791,5279.098687,4849.696431,4237.706759,4312.767218,4417.34524,4343.718008,PSMA6
2054.672882,1301.434274,1487.835107,2209.7,2046.156569,2157.277271,1914.149545,1664.541117,1423.250011,1513.679593,1359.992622,1533.328043,1276.720491,1398.269787,1229.675356,PUF60
519.8193175,430.9992832,1143.434291,706.2,501.5016282,734.4617278,575.4924471,1285.254689,1135.371368,1375.909095,1225.946123,612.3442176,433.1668867,607.6015699,463.0929873,PYGL
2445.687935,2055.98432,748.8789689,2821.9,2441.48499,2716.83543,2490.23608,656.4079085,703.5788661,604.8561032,697.5012652,2388.053457,2105.20187,2258.303309,2032.870475,EIF3G
677.1811926,489.8688347,90.04231879,587.9,668.5857112,697.2155964,695.2010546,106.4690154,93.3454011,107.0864173,103.5314423,546.975724,475.6833238,507.9658226,528.016488,XP_011525622.1
404.1137918,528.6671139,2043.268003,455.6,390.0291131,405.643019,329.7184971,2047.678553,2186.105498,1865.315059,2353.854513,624.5603593,492.2284038,537.2201188,518.9216011,NAP1L1
1226.502174,1753.941802,862.1564305,1769.3,1296.273229,1663.749373,1442.681799,1054.647332,889.5057943,1063.167497,894.9251877,1943.741864,1855.945576,2034.804765,1824.667525,PLAA
1280.785235,2032.20473,3088.358201,1455.9,1231.995733,1155.029851,1222.215971,2168.041397,3148.586721,2210.536629,2915.561282,1684.128627,1903.076961,1642.358649,2106.329177,CAVIN1
2799.353882,3192.166664,1076.627115,2240.4,2661.125746,2327.916524,2690.740571,986.9904258,1066.622709,889.3252444,1070.773817,2504.794467,3104.583617,2604.808948,2958.263562,KRT18
235.9543077,167.8013987,888.830178,142.5,219.3290313,164.3094095,216.723077,1034.033118,905.8017727,1047.620212,893.526789,151.2859938,166.6781798,178.0928816,148.5964606,KRT6B
673.3459763,277.7530335,1392.880496,900.7,673.3239165,856.8609107,641.2579203,1912.74229,1517.664836,1759.203554,1517.012812,407.0159544,293.736539,379.7175554,247.1010824,PGLS
1658.70155,978.7178819,1026.374364,1985.8,1742.662048,1648.491119,2034.630467,1094.139031,1012.489506,972.8085223,978.8790489,1114.662258,1007.531548,963.145557,957.4350734,DCTN2
1060.761826,833.2127464,2377.74599,1309.1,1094.650123,1401.693855,1167.144071,2740.633272,2247.164492,3044.240562,2309.455356,1054.14786,846.2538396,1102.464463,867.0458893,ALDH9A1
4077.601974,6207.261133,2851.536587,3194.2,3760.451729,3298.714617,3590.782955,1967.562507,2715.572021,2298.740535,2731.022604,5096.072745,6098.99762,5458.038748,6206.350855,HNRNPAB
0,2139.560542,1688.256635,0,0,0,0,1764.365258,1818.987661,1986.152871,1752.94264,1825.382822,2209.234584,2229.74427,1987.022917,CLIC1
2492.123554,2294.382827,2318.994973,2506.4,2531.323857,2492.292563,2473.423407,2696.686487,2297.8348,2429.737959,2269.551052,2214.276818,2370.168626,2148.399143,2142.522163,PPP2R1A
449.3693441,544.4274663,787.8825702,609,434.979719,594.3389832,435.1690075,1034.637198,774.517297,964.085623,728.6655778,743.0003031,529.2952744,659.8528448,526.6172747,AGPS
7972.647652,10272.41226,1992.327532,3973.5,7644.78259,4911.825242,8250.091477,951.9538136,2085.019508,1214.278901,2040.962817,6836.427985,10362.66965,7461.556925,11060.2687,PTMA
1426.169435,1874.925684,2532.384953,1451.8,1407.371675,1556.142035,1489.555293,2564.544092,2503.418752,2749.817054,2602.070272,1991.150203,1831.103409,1988.864289,1909.180012,EIF3H
1094.806746,1134.652662,2581.999106,897.8,1053.62724,967.9330055,1041.96986,2397.667125,2427.591528,2484.127802,2540.69056,1031.333609,1111.122405,1088.398869,1129.491678,VASP
447.1272177,1941.397288,1084.683274,676.3,441.463579,659.2365358,495.5282855,1449.186769,1117.649492,1423.371929,1135.949182,2595.88967,2065.336574,2914.305497,2124.985356,NAA15
1555.445726,1239.088174,2103.345339,2437.7,1714.108126,2464.974292,1677.049271,2588.027684,2187.327697,2693.990498,2127.813361,1740.193436,1239.309954,1684.9298,1215.543301,COPG1
90.21608813,1732.062725,2114.201505,116.5,66.8336332,93.21527326,74.49855773,3074.915777,2233.82216,3046.703499,2311.403126,2270.503431,1769.685322,2206.158997,1832.689681,NSUN2
6233.22955,4825.773541,3713.938632,6058.1,6469.208907,6108.83195,6193.836229,3617.530206,3930.080734,3636.474117,3682.133451,4709.363093,4968.678995,4722.028467,5265.193297,PRDX2
1855.772664,793.0702019,876.0582179,2198.5,1872.588626,2363.630167,1938.328902,1060.084048,871.682068,1143.828661,870.7029255,960.2211016,815.3238681,1020.370597,848.8094749,XP_024303862.1
4859.514073,5918.707623,4057.995588,5347.2,4967.883608,5045.018474,5175.451639,2960.895767,3721.79776,3096.577958,3937.540974,5249.94759,5770.698066,5322.623981,6088.583729,RPL13
558.9975271,2170.664061,1176.346649,735.5,578.1233961,728.3984041,584.6413928,1382.964551,1163.838405,1470.21903,1279.035329,2472.757433,2090.964264,2573.843249,2098.027178,ACSL3
1707.733315,1415.650474,2411.591684,2190.2,1841.353877,2047.471145,1653.345185,2621.554097,2374.527748,2425.273887,2880.651258,1745.45204,1536.728632,1588.34249,1424.399218,PEBP1
1053.681427,735.081376,2811.108421,1024.3,1060.859237,1123.314004,1097.635847,3216.874464,3006.30246,3453.139297,2913.863226,1015.153289,756.262351,970.579464,720.9213723,LONP1
2598.683564,3535.510576,408.9483382,2758.9,2765.740332,2697.512751,2672.91795,291.3928585,398.538521,343.0665004,372.4734667,2576.635089,3318.785943,2966.610253,3411.095651,XP_016867690.1
1071.205415,670.7884091,778.0579855,1458.5,1167.780582,1489.312214,1090.863251,799.7257746,742.7401391,790.3459924,731.462375,793.4020005,675.5007588,808.5309862,679.3180945,TKFC
1416.079866,1406.101555,1895.751864,1136.6,1275.200684,1276.296325,1439.948997,1781.052955,1862.732178,1815.748467,1886.48971,1214.33303,1263.513884,1371.047782,1363.440155,PRRC2C
2746.604907,3245.241968,3204.583038,2964,3126.467386,3426.910604,3206.943098,4007.463536,3179.701855,4160.309879,3544.590956,3343.744069,3210.285567,3490.566998,3483.061859,LDHA
3672.957152,1776.979729,7052.77462,2929,3489.189473,3076.237277,3518.54193,5316.805896,6247.063308,5551.81757,6689.889157,1590.849081,1693.244107,1579.464586,1774.762247,HP1BP3
3853.212319,5308.179385,6095.614455,3247,3836.824118,3013.338623,3688.272695,6564.985204,6139.713551,5717.757902,5663.714269,5603.16398,5591.746088,5090.354496,5088.939052,SRSF1
1557.451839,1614.972578,1340.220722,1920.5,1636.301807,2048.004185,1696.238294,1443.901073,1387.551633,1520.55529,1418.47565,2063.880742,1621.172364,1961.856209,1626.725472,SF3B1
5194.770982,7377.791774,8858.484165,5769.9,5348.43631,5680.801274,5088.952516,8688.324717,8854.114298,8514.473368,8409.819601,7967.10876,7483.236583,7756.346104,7174.606512,RPS2
2713.563043,3372.715406,0,2638.7,2703.769594,2499.222076,2688.898901,0,0,0,0,3116.086964,3232.378404,3011.695027,3358.205386,XP_024302117.1
1796.29731,628.6989975,1356.234795,1684.9,1858.062286,1795.143597,1895.435793,1457.492862,1466.077879,1532.562105,1330.026936,668.7326334,643.9816449,643.0062209,657.0706018,XP_011532748.1
492.6187834,1046.255627,487.5450158,799.4,555.8039552,778.3042223,541.3324227,718.2505493,471.4630242,752.2217911,513.9614435,1248.797112,1048.329653,1350.457463,1117.271882,DNMT1
3225.239901,298.0097217,1767.934017,3239.2,3298.352019,3255.671681,3228.98374,1721.098063,1690.707756,1698.707682,1737.560255,374.1699044,293.4419678,334.7397435,274.572305,VDAC1
767.810304,399.0613927,2431.928574,732.6,719.396729,714.006339,741.0646006,1816.316097,2205.202348,1738.217285,2182.550679,349.3331129,360.2114301,341.157505,350.922715,RAB1B
1083.006081,2419.12138,793.138723,984.3,1038.041038,990.520552,1042.326312,829.0236313,750.9899782,764.8443396,700.9972618,2397.033534,2372.623386,2271.352757,2376.330719,SMARCC2
1422.688239,2302.077587,2237.500043,1663.1,1686.92579,1493.5099,1507.556141,2402.122211,2482.284905,2227.62325,2398.103841,2354.641096,2581.474336,2172.733155,2351.704563,H2BU1
1248.097392,2313.202542,1417.884064,1067.5,1354.066865,1009.176933,1222.75065,1147.449048,1455.129019,1034.84373,1385.862996,1992.444628,2452.108503,1715.467649,2276.800007,MARCKSL1
1965.459851,694.4289376,1337.862822,2355.8,2016.916854,2256.022829,1925.496614,1527.566086,1401.55599,1528.8677,1331.125678,811.2003527,766.7196271,792.3796197,735.2866296,DNAJC7
3044.571712,1165.570765,1957.499379,3096.6,2997.787704,2938.84636,3110.285081,1927.013669,1849.33892,1901.951237,1801.736764,1200.337053,1237.247956,1158.085062,1224.498267,RAB1A
