category,ID,term,value,genes,logFC,adj_pval,zscore
BP,GO:0001944,vasculature development,56,FOXO1,0.568710633,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,GJA5,-2.454250023,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,TGFB2,2.303174833,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,WARS,-1.150233253,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,CERKL,0.862400057,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,APOE,0.869834598,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,CXCR4,-2.56475368,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,ANG,1.78593955,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,SEMA3C,5.515629833,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,NOS2,-0.716746818,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,MKL2,1.187109212,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,FGF2,-0.585969297,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,RAPGEF1,-0.869591863,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,PTPRJ,2.070382665,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,RECK,3.692685987,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,EFNB2,-1.000709547,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,VASH1,-0.65998106,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,PNPLA6,0.890683813,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,THY1,-0.553856214,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,MIB1,-0.289969767,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,NUS1,-1.081247657,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,FOXC2,-0.84021201,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,FOXC1,2.02292565,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,CAV1,-0.956726373,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,CDH2,1.283265268,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,MEIS1,-1.174647163,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,WT1,-2.457895104,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,CDH5,-0.51477973,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,PTK2,-0.652790383,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,FBXW8,0.260635854,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,CHD7,-0.820282624,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,PLCD1,-0.547486781,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,PLXND1,-1.48317114,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,FIGF,2.539227993,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,PPAP2B,-2.522822513,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,MAP2K1,-0.462879817,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,TBX4,1.323461845,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,TGFBR2,0.998477288,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,NF1,-0.701186185,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,TBX1,1.570582556,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,TNNI3,-1.580400127,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,LAMA4,-1.284668,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,MEOX2,-4.544633582,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,ECSCR,-1.12191613,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,HBEGF,1.136809987,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,AMOT,1.08778812,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,TGFBR3,1.21053663,1.04E-05,-0.801783726
BP,GO:0001944,vasculature development,56,HDAC7,-0.499878415,1.04E-05,-0.801783726
BP,GO:0016310,phosphorylation,109,STK33,0.353727652,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,STK38,0.721742953,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TIRAP,1.189154773,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TGFB3,-1.654311963,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,PRKG1,1.11166953,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TTN,-0.663359973,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,C230081A13RIK,-0.86630536,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TGFB2,2.303174833,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,CTTNBP2,0.465025583,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,PRKAR2B,2.38904381,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAP3K5,-2.582338303,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MDFIC,-1.121736197,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAP3K8,1.164063295,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,IFNG,0.23384619,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,ILK,-0.647659317,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,GAB1,0.879589395,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MLKL,-1.511955753,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,INSR,1.6754155,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,RET,1.195297373,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAP4K3,-0.501535413,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAP4K4,-0.554699907,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,PLCE1,-0.583871842,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,PDGFRA,-0.536206566,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAPK9,0.685550677,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,WNT5A,1.267849923,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,FGFR3,-0.441929813,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,STK10,-1.672758107,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,BMPR2,0.659034738,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAP4K2,0.470737143,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,CHEK2,-1.709742547,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,EPHB4,-0.802291718,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,EPHB1,-0.939889352,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,PTK2,-0.652790383,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,ZAP70,0.969143531,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TEC,0.849222178,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MAP2K1,-0.462879817,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TAOK3,-0.661818986,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TGFBR2,0.998477288,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,BMX,1.389250443,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,RPS6KL1,-0.531561067,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,EPHA7,0.431430973,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,ATP6V0E2,0.47838481,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,ULK1,0.410886127,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TGFBR3,1.21053663,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,GRK4,0.596299646,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,TNK1,-0.280158047,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,GRK5,-0.710061403,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,ABL2,0.532475325,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,MYLK,-0.437339463,0.001260554,-0.478913143
BP,GO:0016310,phosphorylation,109,SRMS,0.34487422,0.001260554,-0.478913143
CC,GO:0030054,cell junction,78,TLN1,-0.33685271,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ENAH,-0.831753073,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,OCLN,4.699066495,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CADM1,1.82159554,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,GABRB2,-0.280329654,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CLDN6,0.586878968,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,UTRN,0.651558243,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CLDN5,1.52910963,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CLSTN1,0.410412133,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,LMO7,-0.743616143,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,GJA1,-0.81794802,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ITSN1,0.458904114,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,AMOTL1,-0.7736098,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,GJA5,-2.454250023,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,AMOTL2,-0.80984815,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ARHGAP21,-0.47531287,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CTTNBP2,0.465025583,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,HMCN1,2.211113274,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,DMXL2,0.402511439,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ILK,-0.647659317,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,GOPC,-1.145147468,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PAK1,1.396210657,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ZYX,-1.05827333,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,DLG2,-0.84072002,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,DPP4,3.031114722,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SCAMP5,-0.592226983,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,INADL,0.344717978,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CTBP2,0.426218993,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,MAGI1,-1.22138912,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,LIMK1,0.497049015,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,MPDZ,-1.271882373,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SCN2A1,0.393511632,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,MPP7,0.877031013,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,NEXN,-2.730754367,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,JUP,-1.051639559,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,IGSF5,1.372578317,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,TNS3,-0.353930953,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,EGFLAM,0.8570897,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,MAST2,0.335594489,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PGM5,1.923125093,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PRUNE,1.20602022,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ABCB1A,1.655295053,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,ABCB1B,-1.93257113,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,TRAPPC4,0.665340741,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,TGFB1I1,-0.98297974,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,NEURL2,1.867876173,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,UNC13C,0.511799428,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,VAMP1,0.57290268,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,DST,-0.99191953,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PARVB,1.10236738,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PARVA,-0.75435956,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CGNL1,1.435226193,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PARD3,1.703520435,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SHROOM2,0.603263524,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,MTDH,-0.461440727,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,LIMS2,-0.835999183,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CDH2,1.283265268,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CDH5,-0.51477973,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,CLDN15,-0.673879943,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PTK2,-0.652790383,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,MARVELD2,1.257379363,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SYN2,-0.565854239,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,LRFN1,-0.22447761,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SSX2IP,1.868460963,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,NPHP1,0.527485368,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,DIXDC1,1.722342177,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PHACTR1,0.638162129,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PCDH12,-1.49477816,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SNAPIN,0.74680646,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SAMD4,-0.78489701,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SHANK3,-0.932066576,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,TMEM47,-2.086816653,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,LAYN,2.3060945,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,GRIA1,0.226574896,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,AMOT,1.08778812,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,SYNM,1.82651868,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,PDZD2,-0.788489349,0.001517372,0.905821627
CC,GO:0030054,cell junction,78,DNM2,0.350993795,0.001517372,0.905821627
CC,GO:0044459,plasma membrane part,215,CADM1,1.82159554,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SGMS2,3.3169163,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,UTRN,0.651558243,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AQP7,-4.97411034,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,VPS33B,0.4778649,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITSN1,0.458904114,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AQP1,-5.2258497,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AMOTL1,-0.7736098,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AMOTL2,-0.80984815,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CTTNBP2,0.465025583,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ATP2B4,-1.866284233,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,HMCN1,2.211113274,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CD44,-1.039695579,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,APOE,0.869834598,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,RAB28,0.624285703,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ILK,-0.647659317,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GNG5,0.509692667,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GNG7,0.558847907,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ADAM9,-0.483709972,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MAGI1,-1.22138912,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MPDZ,-1.271882373,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,VANGL2,0.522056899,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SCN2A1,0.393511632,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,THY1,-0.553856214,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,JUP,-1.051639559,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,NPC1,0.372421104,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EGFLAM,0.8570897,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PGM5,1.923125093,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PTRF,-0.899065637,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ABCB1A,1.655295053,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ABCB1B,-1.93257113,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PDGFRA,-0.536206566,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TRAPPC4,0.665340741,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TGFB1I1,-0.98297974,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,UNC13C,0.511799428,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLCN3,0.426834427,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ENPP2,1.67516883,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,FCGRT,1.08073206,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EPHB4,-0.802291718,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EPHB1,-0.939889352,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITGBL1,-0.452187223,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ZAP70,0.969143531,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC28A2,-3.5721393,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,NPHP1,0.527485368,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ASPSCR1,0.415893557,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MAOA,3.09750176,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TGFBR2,0.998477288,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PCDH10,0.244743827,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MAOB,2.96322107,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PCDH12,-1.49477816,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GNAT3,-0.698616979,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EPHA7,0.431430973,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CD55,-1.258536183,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GNGT2,-1.439395559,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EPS8,1.164521567,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,KCNJ8,-0.685065753,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,RHEB,0.518721267,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SYTL2,0.782097033,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,STEAP4,-1.06457187,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GPR85,0.314805503,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MYO7A,-0.657193028,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,H2-D1,-0.506586393,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AP3S1,0.644103906,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GJA1,-0.81794802,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GJA5,-2.454250023,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MCF2L,-0.51954142,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AP2B1,0.812143017,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CERKL,0.862400057,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SMAP1,0.655134843,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC22A5,0.503290817,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GPIHBP1,-4.131094267,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DPP4,3.031114722,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AGPAT1,0.700059263,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CTBP2,0.426218993,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,STX2,-1.46728578,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,FLOT2,-0.522611779,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MMP15,-1.465283697,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PRUNE,1.20602022,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MAST2,0.335594489,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,KCTD12B,-0.86387824,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SORT1,1.117317833,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SGCE,-1.500580617,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PARVB,1.10236738,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SGCB,-1.220161917,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PARVA,-0.75435956,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PARD3,1.703520435,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SHROOM2,0.603263524,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LIMS2,-0.835999183,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MTDH,-0.461440727,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC19A3,6.28152458,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,EEA1,-0.356661163,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,KIT,-1.79462081,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLDN15,-0.673879943,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLEC2D,0.78210607,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLCO3A1,-1.211341989,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CLEC2H,0.244190849,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LY75,2.816851163,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ATP1A1,0.617869067,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SAMD4,-0.78489701,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,FZD6,1.345358869,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PROM1,2.246888765,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CDH13,-2.270387951,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AP2A2,0.346403043,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LAYN,2.3060945,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,STAB1,-0.456243678,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GRIA1,0.226574896,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CDON,0.52434445,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GNG10,-0.419744328,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,AMOT,1.08778812,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,HBEGF,1.136809987,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CP,3.07845306,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DNM2,0.350993795,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GNA13,0.371159948,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ENAH,-0.831753073,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,OCLN,4.699066495,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,GABRB2,-0.280329654,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TGFB3,-1.654311963,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,LMO7,-0.743616143,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DMXL2,0.402511439,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DYSF,-1.67859281,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC2A1,4.732592847,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ROBO2,-1.668692134,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SCAMP5,-0.592226983,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,INADL,0.344717978,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,MFGE8,-1.456285783,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PNPLA6,0.890683813,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TNS3,-0.353930953,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,IGSF5,1.372578317,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,NEURL2,1.867876173,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,VAMP1,0.57290268,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,DST,-0.99191953,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TNFAIP1,-0.69819068,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CGNL1,1.435226193,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,BBS4,0.79173311,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,SLC38A3,4.76175526,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CAV1,-0.956726373,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,FGFR3,-0.441929813,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,CYSLTR1,0.885731064,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ADORA2A,-1.62486456,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITGB5,-2.066462034,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,KCNA5,-2.91107021,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,TTC8,0.501888753,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,ITGB1,-0.320847591,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,PTK2,-0.652790383,0.002181399,0.204598302
CC,GO:0044459,plasma membrane part,215,NUMB,-0.872537607,0.002181399,0.204598302
